Review #,Brand,Variety,Style,Country,Stars,Top Ten
1798,iMee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,
1797,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,
1796,Fujiwara,Taste Noodle,Pack,Japan,4.75,
1795,Azami,Flavour Noodle Soup,Pack,Canada,0,
1794,Vit's,Chicken Instant Noodles,Pack,Malaysia,3,
1793,Cintan,Mi Perisa Laksa,Pack,Malaysia,3.5,
1792,A1,Soup Noodle Mee,Pack,Malaysia,3.5,
1791,Vit's,Tom Yam Instant Noodles,Pack,Malaysia,4.25,
1790,Super,Kimchi,Cup,Malaysia,4.5,
1789,Cintan,Mi Perisa Ayam,Pack,Malaysia,3.5,
1788,Super,Curry Flavour Noodles,Cup,Malaysia,3,
1787,Pama,,Pack,Malaysia,4,
1786,Nissin,Chow Mein Sauce Noodles Flavor,Tray,USA,4.25,
1785,Super,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,3.5,
1784,Other,Tonkotsu Ramen,Pack,Japan,5,
1783,iMee,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,4.5,
1782,Western Family,Beef Flavour Instant Noodles,Pack,Canada,0,
1781,MyKuali,Penang Prawn Soup Rice Vermicelli,Bowl,Malaysia,5,
1780,Pulmuone,Noodle Sauce Noodle With,Pack,South Korea,4.5,
1779,Chering Chang,Instant Noodles Tomato Flavour,Pack,Taiwan,3.25,
1778,JML,Spicy King Spicy Chicken,Pack,China,5,
1777,JML,Bowl Noodles With Spicy Flavour,Bowl,China,3.5,
1776,JML,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5,
1775,JML,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25,
1774,JML,Spicy King Spicy Pork,Pack,China,5,
1773,JML,Bowl Noodles With Sour With Pork Flavour,Bowl,China,4,
1772,JML,Spicy King Spicy Beef,Pack,China,5,
1771,JML,Bowl Noodles With Beef Flavour,Bowl,China,3.5,
1770,JML,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5,
1769,Mamee,Flavour,Pack,Malaysia,5,
1768,New Touch,Miso Ramen,Bowl,Japan,5,
1767,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4,
1766,Paldo,King Noodle,Bowl,South Korea,3.5,
1765,Nissin,Cup Noodles Ramen Noodles With Shrimp (New,Cup,USA,3.5,
1764,Pirkka,Tom Yum,Pack,Finland,3.75,
1763,Other,Flavor Ramen,Pack,Japan,4.5,
1762,Mom's Dry Noodle,Sesame & Pepper,Pack,Taiwan,4,
1761,Other,Thai Noodle Bowl,Bowl,USA,1,
1760,New Touch,,Bowl,Japan,4.5,
1759,Nissin,Cup Noodles Flavour,Cup,Thailand,4,
1758,Vit's,Instant Noodles,Pack,Malaysia,3.5,
1757,iMee,Instant Noodles Beef Flavour,Pack,Netherlands,3.25,
1756,A-Sha Dry Noodle,Noodle Noodle With Original Sauce,Pack,Taiwan,4.25,
1755,Mama,Oriental Style Instant Noodles Hot & Spicy Flavour,Pack,Bangladesh,4,
1754,Paldo,King Bowl Super Spicy Noodle,Bowl,South Korea,5,
1753,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,USA,3.5,
1752,Kuriki,Ramen,Pack,Japan,4.75,
1751,Mom's Dry Noodle,Spicy & Sour Flavor,Pack,Taiwan,5,
1750,Mi Sedaap,Instant Cup Mi Rasa,Cup,Indonesia,5,
1749,Yum Yum,Instant Noodles Tom Yum Kung Creamy Flavour,Pack,Thailand,5,
1748,Azami,Chili Chicken Flavour Noodle Soup,Cup,Canada,3,
1747,Vit's,Curry Instant Noodles,Pack,Malaysia,3.5,
1746,Marutai,Ramen Shoyu Taste,Bowl,Japan,4.25,
1745,Unox,Noodles,Pack,Netherlands,3.5,
1744,A-Sha Dry Noodle,Noodle Noodle With Sauce,Pack,Taiwan,5,
1743,Mama,Snack Noodles Shrimp Tom Yum Flavour,Pack,Myanmar,4.5,
1742,Aroi,Curry Penang White Curry Noodle,Pack,Malaysia,4.5,
1741,Myojo,Udon Japanese Style Noodles With Soup Chicken Flavor,Bowl,USA,2.5,
1740,Master Kong,Beef Noodle,Pack,China,4.25,
1739,Nissin,Shio Ramen,Bowl,Japan,4.5,
1738,Little Cook,Instant Noodles Shrimp Tom Yum Flavour,Cup,Thailand,4.25,
1737,Mi Sedaap,Instant Cup Mi Goreng,Cup,Indonesia,3.75,
1736,Mamee,Mi Pedas,Pack,Malaysia,5,
1735,Master Kong,Tomato Sauce Instant Noodle,Bowl,China,4,
1734,Koka,Laksa,Pack,Singapore,4.25,
1733,Bonasia,Instant Noodles Beef Flavour,Pack,Germany,3.75,
1732,Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,
1731,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5,
1730,Wu-Mu,Pork Flavor Chow Mein,Pack,Taiwan,4.5,
1729,Vedan,Vegetarian Instant Noodle Mushroom Flavour,Cup,Taiwan,2.75,
1728,Other,,Bowl,Japan,3.25,
1727,Wei Lih,,Bowl,Taiwan,5,
1726,Vina Acecook,,Bowl,Vietnam,3,
1725,A-Sha Dry Noodle,Noodle Black Sesame Noodle,Pack,Taiwan,3.25,
1724,Pirkka,,Pack,Finland,3.5,
1723,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,
1722,CarJEN,Curry Instant Noodles,Pack,Malaysia,4.5,
1721,Salam Mie,Mi Goreng,Pack,Indonesia,4.25,
1720,Mamee,Flavour,Cup,Malaysia,5,
1719,Wai Wai,Pork Flavour Instant Noodles,Bowl,Thailand,2.5,
1718,Vina Acecook,Onion Flavour,Cup,Vietnam,2.5,
1717,Other,White Laksa Instant Noodle,Pack,Sarawak,4,
1716,Mama,Instant Noodles Noodles,Pack,Myanmar,3.5,
1715,Yum Yum,Instant Noodles Pork Flavor,Pack,Thailand,3.75,
1714,Master Kong,Hot Spicy,Pack,China,3.75,
1713,CarJEN,Mushroom Instant Noodles,Pack,Malaysia,5,
1712,Sakurai Foods,Miso Ramen,Pack,Japan,4.5,
1711,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4,
1710,Chering Chang,Instant Noodles Vegetable Curry Flavor,Pack,Taiwan,5,
1709,Asia Gold,Instant Noodles With Shrimp,Pack,Hungary,4,
1708,The Kitchen Food,Instant Original,Pack,Sarawak,4,
1707,Azami,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,3.5,
1706,Maggi,Hot Cup Goreng,Cup,Malaysia,4.75,
1705,Premiere,Kari Instant Rice Vermicelli,Pack,Malaysia,4.5,
1704,Baixiang Noodles,Sour & Spicy Flavour,Pack,China,3.75,
1703,Other,Super Tom Yum Shrimp,Cup,Thailand,3.5,
1702,Samyang Foods,Seafood Noodle,Cup,Japan,2.75,
1701,Sakurai Foods,Shoyu Ramen,Pack,Japan,4.25,
1700,A-Sha Dry Noodle,Noodle With Sauce,Pack,Taiwan,4,
1699,Vit's,Mi Pedas &,Pack,Malaysia,3.5,
1698,Maruchan,Instant Chicken Flavor Ramen Noodles With,Cup,USA,4,
1697,The Kitchen Food,Instant Soy Sauce,Pack,Sarawak,5,
1696,Mama,Cup Tom Yum,Cup,Thailand,5,
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,
1694,Mama,Instant Rice Vermicelli Goreng Original Flavour,Pack,Thailand,4.75,
1693,Mama,Instant Noodles Flavour,Cup,Myanmar,5,
1692,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,
1691,Mama,Instant Cup Noodles Flavor,Cup,Thailand,3.5,
1690,Wugudaochang,Sour & Beef Hot Flavor Noodles,Bowl,China,4,
1689,Wugudaochang,Tomato Beef Flavor Noodle,Pack,China,5,2016 #7
1688,Wugudaochang,& Flavor Noodles,Bowl,China,3.75,
1687,Wugudaochang,Noodle,Pack,China,3.75,
1686,Wugudaochang,Noodle,Pack,China,3.5,
1685,Wugudaochang,Noodle,Pack,China,4,
1684,Wugudaochang,Pepper & Chicken Flavor Noodle,Bowl,China,4.5,
1683,Wugudaochang,Sour Soup & Flavor Noodles,Pack,China,5,
1682,Wugudaochang,Sour & Beef Hot Flavor Noodles,Pack,China,4,
1681,Wugudaochang,& Flavor Noodles,Bowl,China,3.75,
1680,Aroi,Curry Penang White Curry Soup Noodle,Pack,Malaysia,4.5,
1679,Ten-In,Vegetarian Beef Instant Noodles,Bowl,Taiwan,3.5,
1678,Nongshim,Shin Black Spicy Flavor,Pack,USA,5,
1677,Paldo,Noodle,Pack,South Korea,5,
1676,A1,Chicken Noodle,Pack,Malaysia,4.25,
1675,Baixiang Noodles,Flavor,Pack,China,4.5,
1674,Emart,Ramen (New,Cup,South Korea,3.5,
1673,Other,Black Vegetarian Chicken Noodle,Pack,Taiwan,3.5,
1672,Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,
1671,Ah Lai,Penang White Curry Rice Vermicelli,Pack,Malaysia,5,
1670,Tropicana Slim,Noodles Chicken,Pack,Indonesia,3.75,
1669,A-One,Mi Instant Noodles Mi Vegetarian Flavor,Cup,Vietnam,1.25,
1668,Mama,Cup Rice Vermicelli With Soup,Cup,Thailand,3.5,
1667,Deshome,Noodles With Oil Vegetable Sauce Flavor,Pack,Taiwan,5,
1666,Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,3,
1665,Paldo Vina,Mushroom Flavor,Pack,Vietnam,1.5,
1664,Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2,
1663,Vina Acecook,King Kimchi Flavour,Pack,Vietnam,4,
1662,Mama,Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5,
1661,Chencun,Rice Noodle Beef,Cup,China,3.75,
1660,Sau Tao,Soup Flavored,Pack,Hong Kong,3,
1659,United,Onion Flavor,Pack,Vietnam,2.75,
1658,Other,Rice,Bowl,South Korea,5,
1657,Shan,Instant Noodles Flavour,Pack,Pakistan,2.75,
1656,Mama,Instant Soup Seafood Flavour,Cup,Thailand,3.5,
1655,Baijia,Artificial Vegetable Beef Flavor,Pack,China,3,
1654,MyOri,Penang White Curry Noodle Super Spicy,Pack,Malaysia,5,
1653,MyOri,Penang Curry Rice Vermicelli,Pack,Malaysia,5,
1652,MyOri,Penang White Curry Noodle Original,Pack,Malaysia,5,
1651,Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,
1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,
1649,Master Kong,Seafood Flavour Instant Noodles,Pack,China,4.25,
1648,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,
1647,No Name,Shrimp Flavour Oriental Noodles Soup,Cup,Canada,2.75,
1646,Other,Instant Noodles,Tray,Vietnam,4,
1645,Lucky Me!,Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,
1644,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,
1643,Emart,Ramen,Cup,South Korea,3.5,
1642,Campbell's,Noodles Beef Flavour,Cup,Canada,0.25,
1641,Other,Japanese Ramen Noodle,Bowl,USA,0,
1640,Long Jun Hang,Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,
1639,Pama,Creamy Tom Yam Flavour,Cup,Malaysia,3.75,
1638,A-Sha Dry Noodle,Noodle Tomato Noodle With Tomato Sauce,Pack,Taiwan,5,2015 #10
1637,Thai Chef,Instant,Pack,Germany,3,
1636,Shan,Instant Noodles Flavour,Pack,Pakistan,3.25,
1635,Wai Wai,Tom Flavour Instant Noodles,Pack,Thailand,2.75,
1634,Samyang Foods,Shoyu Noodle,Cup,South Korea,3.5,
1633,A-One,Mi Instant Noodles Mi Beef Flavor,Cup,Vietnam,3.5,
1632,Cintan,Mi Perisa Kari,Pack,Malaysia,3,
1631,Nissin,Soba,Bowl,Japan,4,
1630,Nongshim,Korean Ramyun,Bowl,China,2.5,
1629,Hao Way,Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,3.5,
1628,Azami,Noodle Soup,Cup,Canada,0,
1627,Vedan,A Instant Noodles Hot Beef Flavour,Bowl,Taiwan,2.5,
1626,Nissin,Udon,Bowl,Japan,2.75,
1625,Mama,Instant Rice Noodle Soup Spicy Shrimp Flavour,Bowl,Thailand,5,
1624,Baixiang Noodles,Artificial Pork Flavour,Pack,China,3,
1623,MyKuali,Penang White Curry Noodle (New,Pack,Malaysia,5,
1622,Nongshim,Hot & Spicy Noodle Soup With &,Pack,USA,4,
1621,Myojo,Creamy Tonkotsu,Bowl,Japan,3,
1620,Premiere,Penang Laksa,Pack,Malaysia,3.25,
1619,Nissin,Tom Yum Instant Noodles With Soup Base,Pack,Singapore,3.75,
1618,Deshome,Noodles With Oil Spicy Bean Sauce Flavor,Pack,Taiwan,2.5,
1617,MyKuali,Penang Prawn Noodle (New,Pack,Malaysia,5,2015 #7
1616,Unif-100,Instant Noodles Artificial Spicy Beef Flavor (New,Pack,China,3.5,
1615,Hankow,Noodle,Pack,China,4,
1614,Other,Penang White Curry Noodle,Pack,Malaysia,5,
1613,Maruchan,Udon,Bowl,Japan,3.25,
1612,Shan,Instant Noodles Spicy Flavour,Pack,Pakistan,3.25,
1611,Lucky Me!,Seafood Flavor Big Cup,Bowl,Philippines,4,
1610,Paldo Vina,Flavor,Pack,Vietnam,3,
1609,Other,Rice Ramen,Pack,Japan,0.25,
1608,Hao Way,Penang Vegetarian Prawn Instant Noodles,Pack,Malaysia,4.5,
1607,Myojo,Shoyu,Bowl,Japan,2.75,
1606,Maggi,Kari Mi,Pack,Malaysia,4,
1605,Nissin,Demae Iccho Mushroom With Flavour,Pack,Hong Kong,3.5,
1604,Other,Mushroom Noodle,Pack,Japan,1,
1603,Salam Mie,Mi Goreng,Pack,Indonesia,5,
1602,Vina Acecook,Tom Yum Flavor Instant Noodles,Pack,Vietnam,3.5,
1601,Nongshim,,Pack,South Korea,5,
1600,Chering Chang,Instant Noodles Pork Flavour,Pack,Taiwan,5,
1599,Nissin,Top Ramen Super Noodles Tomato,Pack,India,3.5,
1598,Mama,Cup Rice Vermicelli Shrimp Creamy Tom Yum,Cup,Thailand,4,
1597,Nissin,Original Chow Mein Spicy Chicken Flavor,Tray,USA,4,
1596,Uncle Sun,White Curry Noodle Spicy,Pack,Malaysia,3,
1595,JML,Instant Noodles Spicy Chicken,Pack,China,5,
1594,Acecook,Shoyu Yakisoba,Cup,Japan,2.25,
1593,Nongshim,,Pack,South Korea,4.25,
1592,Mom's Dry Noodle,Chilli With Sesame Sauce,Pack,Taiwan,5,
1591,Mi E-Zee,Perisa,Pack,Malaysia,3.5,
1590,Mi E-Zee,Perisa Kari,Pack,Malaysia,3.75,
1589,E-mi,Mi Ayam,Pack,Malaysia,3.75,
1588,Mi E-Zee,Perisa,Pack,Malaysia,3.5,
1587,Mi E-Zee,Noodles,Pack,Malaysia,Unrated,
1586,J.J.,Mi Perisa Ayam,Pack,Malaysia,3.75,
1585,CarJEN,Curry Laksa,Pack,Malaysia,5,2015 #4
1584,E-mi,Mi Pedas,Pack,Malaysia,3.75,
1583,J.J.,Mi Perisa,Pack,Malaysia,4,
1582,Mi E-Zee,Perisa Kari Curry Flavour,Pack,Malaysia,4,
1581,United,Tom Instant Noodles Sour Shrimp Flavor,Pack,Vietnam,2.75,
1580,Emart,Ramen (New,Pack,South Korea,3.75,
1579,Other,Penang White Curry Noodle,Pack,Malaysia,4,
1578,Nissin,Udon,Bowl,Japan,4,
1577,Mama,Pork Flavour Noodle,Pack,Thailand,3.75,
1576,Maggi,Noodles Vegetable,Pack,India,3.75,
1575,Paldo,Noodle King Bowl,Bowl,South Korea,5,
1574,Chering Chang,Vegetarian Flavor Noodles,Pack,Taiwan,3.5,
1573,Hao Way,Penang White Curry Instant Bowl Noodles,Bowl,Malaysia,4.75,
1572,Master Kong,Artificial Seafood Flavor Instant Noodle,Pack,China,3.75,
1571,Other,Instant Noodles Curry Flavour,Pack,Malaysia,3.5,
1570,Maruchan,Big Cup Ramen & Flavor,Bowl,Japan,5,
1569,Maggi,Mi Goreng Kari,Pack,Malaysia,4,
1568,Mama,Instant Noodles Cup Beef Flavour,Cup,Thailand,3.5,
1567,Nissin,Cup Noodle,Cup,Japan,4.25,
1566,Nissin,Cup Noodles Tomato Noodles With Hot Soup,Cup,India,3.25,
1565,Oyatsu,Snack Noodle Chicken Flavour,Pack,Japan,2.5,
1564,A-One,Instant Noodles Pork Flavor,Cup,Vietnam,3,
1563,Nongshim,Shin Ramyun Noodle Soup (New,Pack,USA,4.25,
1562,Koka,Noodles Soy & Flavor,Pack,Singapore,2.75,
1561,Uncle Sun,White Curry Noodle,Pack,Malaysia,4.5,
1560,Kin-Dee,Instant Rice Noodle Spicy Seafood,Tray,Thailand,3.75,
1559,Master Kong,Spicy Beef Flavor Instant Noodle,Pack,China,4,
1558,No Name,Beef Flavour Oriental Noodles Soup,Cup,Canada,2,
1557,Hao Way,Penang Laksa,Pack,Malaysia,3.5,
1556,Ching's Secret,Hot Garlic Instant Noodles,Pack,India,3.75,
1555,Ko-Lee,Instant Noodles Taste Vegetable Flavour,Pack,UK,3.5,
1554,ICA,Noodles,Pack,Sweden,3,
1553,Mamee,Mi Perisa,Pack,Malaysia,3.75,
1552,Bamee,Oriental Style Instant Noodles Flavour,Pack,Thailand,3.5,
1551,Myojo,Black Seafood Tonkotsu,Bowl,Japan,3.5,
1550,Ibumie,Penang White,Pack,Malaysia,5,
1549,Sapporo Ichiban,Chow Mein Japanese Style Noodles Yakisoba,Pack,Canada,5,
1548,Samyang Foods,Curry Noodle,Cup,Japan,3.75,
1547,Vedan,Spicy Pork Noodle,Bowl,Taiwan,4.25,
1546,Nissin,Demae Rice Vermicelli Beef Flavour,Pack,Hong Kong,3.5,
1545,Nanyang Chef,Penang Pedas Hot & Sour Noodle,Pack,Malaysia,5,
1544,Thai Pavilion,Thai Instant Noodles & Sauce,Tray,USA,1.5,
1543,Maggi,Minute Noodles Spicy,Pack,India,3.75,
1542,Koka,Noodles Beef Flavour,Cup,Singapore,2.5,
1541,Wu-Mu,Pork Flavour,Pack,Taiwan,3.75,
1540,Unif-100,Instant Noodles Artificial Beef Flavour,Pack,China,4.25,
1539,New Touch,Kimchi Noodle,Bowl,Japan,3.5,
1538,Sau Tao,Noodle Tomato Soup Flavored,Pack,Hong Kong,4.5,
1537,Wai Wai,Chili Paste Tom Yum Flavour Instant Noodles,Pack,Thailand,3.75,
1536,Paldo Vina,Shrimp Flavor,Pack,Vietnam,3.25,
1535,Sau Tao,Noodle Pork Flavored,Pack,Hong Kong,3.5,
1534,Vit's,Seafood Instant Noodles,Pack,Malaysia,3.75,
1533,Other,Flavor Instant Noodles,Pack,Vietnam,3.75,
1532,Lucky Me!,Instant Noodles Flavor,Pack,Philippines,4.5,
1531,Lucky Me!,Instant Chicken Flavor,Pack,Philippines,3.75,
1530,Lucky Me!,Spicy Beef Instant Noodle Soup,Pack,Philippines,4,
1529,Lucky Me!,Instant With Red Sauce,Pack,Philippines,4,
1528,Lucky Me!,Chicken Instant Noodles,Cup,Philippines,3.25,
1527,Lucky Me!,Style Instant,Pack,Philippines,4.5,
1526,Lucky Me!,Instant Noodle Soup,Pack,Philippines,3.75,
1525,Pama,Instant Tom Yam,Cup,Malaysia,3.75,
1524,Nissin,Spicy Sesame Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,
1523,Paldo,Seafood Noodle King Bowl,Bowl,South Korea,5,
1522,Vifon,Instant Seafood Flavour,Pack,Vietnam,3.25,
1521,Maruchan,Sauce Yakisoba,Tray,Japan,5,2015 #9
1520,Yum Yum,Oriental Style Instant Noodles Flavour,Pack,Thailand,3,
1519,Ching's Secret,Instant Noodles,Pack,India,3.5,
1518,Mamee,Kari Rasa,Pack,Malaysia,4.5,
1517,Other,Instant Noodles Spicy Chili,Pack,Sweden,3.5,
1516,Men-Sunaoshi,Miso Ramen,Pack,Japan,3.75,
1515,Nongshim,Udon Seafood &,Pack,South Korea,4,
1514,Maggi,Penang Seafood Curry,Pack,Malaysia,4.5,
1513,Mama,Instant Noodles Tom Yum Pork Flavour,Pack,Thailand,4,
1512,Chewy,Japanese Fried Ramen Noodles Sauce Flavour,Pack,Hong Kong,1.75,
1511,Long Jun Hang,With Sesame Oil Sauce,Pack,Taiwan,3.25,
1510,Knorr,,Pack,Hong Kong,3.25,
1509,Nissin,Udon,Bowl,Japan,3.5,
1508,Mamee,Mi Kari Rasa,Pack,Malaysia,5,2015 #6
1507,Nissin,Prawn Flavour Instant Noodles With Soup Base,Pack,Singapore,3.5,
1506,Nissin,Cup Noodles Noodles Spicy Vegetable,Pack,India,3.75,
1505,Shan,Instant Noodles Flavour,Pack,Pakistan,3.25,
1504,Master Kong,Beef Flavor Noodle,Pack,China,4.25,
1503,Nongshim,Bowl Noodle Soup Shrimp Flavor,Bowl,USA,3.25,
1502,JML,Artificial Pork Flavor Noodles,Pack,China,4,
1501,Acecook,Yakisoba,Tray,Japan,3.25,
1500,MyKuali,Penang Red Tom Yum Noodle,Pack,Malaysia,5,2015 #1
1499,United,Instant Noodles Artificial Beef Flavor,Pack,Vietnam,3.25,
1498,Samyang Foods,Hot Flavor Noodle Soup,Pack,South Korea,3.5,
1497,Nissin,Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5,
1496,Master Kong,Pork Flavor Instant Noodles,Pack,China,4.5,
1495,Super,Instant Noodles Mee Goreng,Cup,Malaysia,3.75,
1494,Indomie,Chicken Flavour Cup Noodles,Cup,Indonesia,3.5,
1493,Maruchan,Udon,Bowl,Japan,4.25,
1492,Wai Wai,Tom Yum Shrimp Flavour Instant Noodles,Pack,Thailand,4,
1491,Ottogi,Ramen,Pack,South Korea,3.75,
1490,Nissin,Soba Chili Noodles With Japanese Yakisoba Sauce,Cup,Germany,3.5,
1489,Maggi,Noodles,Pack,India,3.25,
1488,Mom's Dry Noodle,Spicy Flavor,Pack,Taiwan,5,
1487,ICA,,Pack,Sweden,3.25,
1486,Mom's Dry Noodle,Onion Oil & Shrimp Flavor,Pack,Taiwan,5,
1485,Nongshim,Spicy Tonkotsu Noodle Soup,Pack,USA,5,
1484,Ibumie,Mee Mi Goreng Original Flavour,Pack,Malaysia,3.75,
1483,Four Seas,Hot & Spicy Instant Noodle & Beef,Pack,Hong Kong,4,
1482,Maruchan,Shoyu Flavor,Pack,Japan,4,
1481,Master Kong,Mushroom Stew Chicken Ramen,Pack,China,3.5,
1480,Paldo,,Pack,South Korea,4,
1479,Nissin,Cup Noodles Tomato Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,
1478,Ruski,Tom Yam Flavour Instant Noodles,Pack,Thailand,4,
1477,Mama,Instant Noodles Flavour,Pack,Thailand,4,
1476,Thai Chef,Instant Shrimp Flavour,Pack,Germany,3.5,
1475,Bamee,Cup Oriental Style Instant Noodles Chicken Flavour,Cup,Thailand,3.25,
1474,Mama,Instant Noodle Shrimp Tom Yum Flavour,Pack,Thailand,4,
1473,Mama,Instant Cup Noodles Shrimp Tom Yum Flavour,Cup,Thailand,5,
1472,Ruski,Chicken Flavour Instant Fried Noodles,Pack,Thailand,3.75,
1471,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Thailand,5,2013 #10
1470,Mama,Instant Cup Noodles Spicy Cheese Flavour,Cup,Thailand,3.5,
1469,Bamee,Oriental Style Instant Noodles Beef Flavour,Pack,Germany,3.25,
1468,Mama,Instant Cup Noodles Seafood Flavour,Cup,Thailand,5,
1467,Ruski,Creamy Tom Yam Instant Noodles,Pack,Thailand,4.5,
1466,Mama,Oriental Style Instant Noodles Curry Flavour,Pack,Thailand,5,2015 #8
1465,Thai Chef,Shrimp Instant,Pack,Germany,3.5,
1464,Nanyang Chef,Penang White Noodle With Chilli Paste,Pack,Malaysia,4.75,
1463,Maruchan,Instant Vegetable Ramen Noodles With,Cup,USA,3.5,
1462,Wei Lih,Instant Noodles Korean & Soup Flavour,Bowl,Taiwan,2.25,
1461,Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,Singapore,4,
1460,Nissin,Instant Noodles Spicy Beef Flavour,Pack,Singapore,3.75,
1459,Nissin,Cup Noodles Tom Yam Flavour,Cup,Singapore,4,
1458,Nissin,Instant Noodles Beef Flavour,Bowl,Singapore,3.75,
1457,Nissin,Sesame Oil Flavour,Pack,Singapore,3.75,
1456,Nissin,Cup Noodles Chicken Flavour,Cup,Singapore,3.5,
1455,Nissin,Instant Noodles Sauce Seafood Flavour,Pack,Singapore,3.75,
1454,Nissin,Cup Noodles Chilli Crab Flavour,Cup,Singapore,4,
1453,Nissin,Japanese Ramen Black Instant Noodles With Soup Base,Pack,Singapore,5,
1452,Nissin,Instant Noodles Spicy Beef Flavour,Bowl,Singapore,3.75,
1451,Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,Singapore,4,
1450,Nissin,Japanese Ramen Shoyu Instant Noodles With Soup Base,Pack,Singapore,5,
1449,Nissin,Cup Noodles Seafood Curry Flavour,Cup,Singapore,4,
1448,Nissin,Instant Noodles Beef Flavour,Pack,Singapore,4.25,
1447,Nissin,Cup Noodles Of Chicken Flavour,Cup,Singapore,4,
1446,Myojo,Style Yakisoba,Tray,Japan,4.5,
1445,MyKuali,Penang Prawn Noodle,Pack,Malaysia,5,
1444,Maruchan,Instant Flavor Ramen Noodles,Cup,USA,3.5,
1443,Nongshim,Korean Spicy Noodle With,Pack,USA,4.25,
1442,Maggi,Minute Noodles Tom Yam Flavour,Pack,Singapore,3.5,
1441,Nissin,Chili Chicken With Flavor Ramen Noodle Soup,Bowl,USA,3.5,
1440,Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,Taiwan,3,
1439,Adabi,Mi Mi Goreng Pedas Instant Noodles,Pack,Malaysia,3.5,
1438,Maruchan,Style Miso Ramen,Pack,Japan,3.5,
1437,Knorr,& Chicken Flavour,Pack,Hong Kong,3,
1436,Chencun,Rice Noodle Beef With Sauce,Cup,China,3.5,
1435,Maggi,Minute Noodles Laksa Flavour,Pack,Singapore,4,
1434,Maggi,Hot Cup Perisa Kari,Cup,Malaysia,3.5,
1433,Maggi,Minute Noodles Curry Flavour,Pack,Singapore,3.75,
1432,Maggi,Laksa Instant Noodles,Pack,Singapore,5,
1431,Maggi,Spicy Curry Instant Noodles,Pack,Singapore,5,
1430,Samyang Foods,,Bowl,South Korea,4,
1429,Nissin,Sabor A,Pack,Colombia,3.5,
1428,Myojo,Style Ramen,Pack,Japan,3,
1427,Other,Miso Ramen,Bowl,USA,3.75,
1426,Ottogi,Cheese,Bowl,South Korea,4,
1425,Hao Way,Instant Penang White Curry Noodles,Pack,Malaysia,4.5,
1424,Sainsbury's,Curry Flavour Instant Noodles,Pack,UK,1.5,
1423,Vina Acecook,King Seafood With Kimchi Flavour,Pack,Vietnam,3,
1422,Nissin,Spicy Chicken Flavor Ramen Noodles,Tray,USA,3,
1421,Nongshim,Korean Ramyun Noodle,Cup,China,2.75,
1420,Maruchan,Ramen Shio,Pack,Japan,3.75,
1419,Vifon,Tom Yum Pork Noodle,Cup,Vietnam,3.5,
1418,Ottogi,Chicken Flavor,Pack,South Korea,1,
1417,Sau Tao,Noodle Flavored,Pack,Taiwan,1.75,
1416,Myojo,Style Miso,Pack,Japan,2,
1415,Chewy,Instant Rice Vermicelli Original Flavour,Pack,Hong Kong,0.5,
1414,Paldo,Cheese Ramyun,Pack,South Korea,5,
1413,Chering Chang,Curry,Pack,Taiwan,5,
1412,Chewy,Ramen Noodles Pork Flavour,Pack,Hong Kong,4,
1411,A-Sha Dry Noodle,Snack Noodles,Pack,Taiwan,4,
